Protein IDs	CDC1551-1.count	CDC1551-1.rsq	CDC1551-1.kdp	CDC1551-1.halflife	CDC1551-1.count.z	CDC1551-1.rsq.z	CDC1551-1.kdp.z	CDC1551-1.halflife.z	CDC1551-2.count	CDC1551-2.rsq	CDC1551-2.kdp	CDC1551-2.halflife	CDC1551-2.count.z	CDC1551-2.rsq.z	CDC1551-2.kdp.z	CDC1551-2.halflife.z	dPPE38-1.count	dPPE38-1.rsq	dPPE38-1.kdp	dPPE38-1.halflife	dPPE38-1.count.z	dPPE38-1.rsq.z	dPPE38-1.kdp.z	dPPE38-1.halflife.z	dPPE38-2.count	dPPE38-2.rsq	dPPE38-2.kdp	dPPE38-2.halflife	dPPE38-2.count.z	dPPE38-2.rsq.z	dPPE38-2.kdp.z	dPPE38-2.halflife.z	Comp-1.count	Comp-1.rsq	Comp-1.kdp	Comp-1.halflife	Comp-1.count.z	Comp-1.rsq.z	Comp-1.kdp.z	Comp-1.halflife.z	Comp-2.count	Comp-2.rsq	Comp-2.kdp	Comp-2.halflife	Comp-2.count.z	Comp-2.rsq.z	Comp-2.kdp.z	Comp-2.halflife.z	Uninfected-1.count	Uninfected-1.rsq	Uninfected-1.kdp	Uninfected-1.halflife	Uninfected-1.count.z	Uninfected-1.rsq.z	Uninfected-1.kdp.z	Uninfected-1.halflife.z	Uninfected-2.count	Uninfected-2.rsq	Uninfected-2.kdp	Uninfected-2.halflife	Uninfected-2.count.z	Uninfected-2.rsq.z	Uninfected-2.kdp.z	Uninfected-2.halflife.z
sp|P18085|ARF4_HUMANADP-ribosylationfactor4OS=HomosapiensGN=ARF4PE=1SV=3;tr|C9JPM4|C9JPM4_HUMANADP-ribosylationfactor4(Fragment)OS=HomosapiensGN=ARF4PE=1SV=1;tr|C9JAK5|C9JAK5_HUMANADP-ribosylationfactor4OS=HomosapiensGN=ARF4PE=1SV=1;tr|U3KQF2|U3KQF2_HUMANADP-ribosylationfactor4OS=HomosapiensGN=ARF4PE=1SV=1	3	0.994254475	0.022084066	31.38675556	4	0.996581702	0.022084066	31.38675556	1	NaN	0.022041636	31.44717522	2	1	0.022041636	31.44717522	2	1	0.024146334	28.70610421	3	0.997800327	0.024146334	28.70610421	2	1	0.020404474	33.97035206	3	0.997320938	0.020404474	33.97035206	2	1	0.021893431	31.6600523	3	0.979545124	0.021893431	31.6600523	2	1	0.019623398	35.32248492	3	0.999828942	0.019623398	35.32248492	3	0.996691741	0.021299878	32.54230827	4	0.987801564	0.021299878	32.54230827	2	1	0.018303179	37.87031707	3	0.978932213	0.018303179	37.87031707
sp|P18124|RL7_HUMAN60SribosomalproteinL7OS=HomosapiensGN=RPL7PE=1SV=1;tr|A8MUD9|A8MUD9_HUMAN60SribosomalproteinL7OS=HomosapiensGN=RPL7PE=1SV=1;tr|C9JIJ5|C9JIJ5_HUMAN60SribosomalproteinL7(Fragment)OS=HomosapiensGN=RPL7PE=1SV=1;tr|C9JZ88|C9JZ88_HUMAN60SribosomalproteinL7(Fragment)OS=HomosapiensGN=RPL7PE=1SV=1	4	0.981364924	0.012027061	57.63230131	5	0.980187782	0.012027061	57.63230131	4	0.992663693	0.010238625	67.69924272	5	0.957334067	0.010238625	67.69924272	3	0.999694008	0.009208392	75.27341936	4	0.977057289	0.009208392	75.27341936	1	NaN	0.008611043	80.49514989	2	1	0.008611043	80.49514989	4	0.937805418	0.010321829	67.15352492	5	0.952023553	0.010321829	67.15352492	4	0.679972468	0.011086167	62.52360745	5	0.74358773	0.011086167	62.52360745	4	0.900426212	0.009534523	72.69867376	5	0.907663862	0.009534523	72.69867376	4	0.889274119	0.010882499	63.69375124	5	0.835547264	0.010882499	63.69375124
sp|P18206|VINC_HUMANVinculinOS=HomosapiensGN=VCLPE=1SV=4;tr|Q5JQ13|Q5JQ13_HUMANVinculin(Fragment)OS=HomosapiensGN=VCLPE=1SV=1;tr|A0A096LPE1|A0A096LPE1_HUMANVinculinOS=HomosapiensGN=VCLPE=1SV=1	5	0.924939424	0.012850238	53.94041392	6	0.921373746	0.012850238	53.94041392	5	0.982223834	0.012783106	54.22369039	6	0.985390225	0.012783106	54.22369039	5	0.97586563	0.015612672	44.39644878	6	0.968465984	0.015612672	44.39644878	5	0.99299091	0.015329276	45.21721698	6	0.99455353	0.015329276	45.21721698	5	0.970067796	0.015194644	45.61786308	6	0.977891997	0.015194644	45.61786308	5	0.910426157	0.015949131	43.45987002	6	0.924702054	0.015949131	43.45987002	5	0.974158763	0.016218427	42.73824928	6	0.979033287	0.016218427	42.73824928	5	0.816640274	0.015225934	45.52411486	6	0.873344662	0.015225934	45.52411486
sp|P18510|IL1RA_HUMANInterleukin-1receptorantagonistproteinOS=HomosapiensGN=IL1RNPE=1SV=1	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN
sp|P18669|PGAM1_HUMANPhosphoglyceratemutase1OS=HomosapiensGN=PGAM1PE=1SV=2;sp|P15259|PGAM2_HUMANPhosphoglyceratemutase2OS=HomosapiensGN=PGAM2PE=1SV=3;sp|Q8N0Y7|PGAM4_HUMANProbablephosphoglyceratemutase4OS=HomosapiensGN=PGAM4PE=3SV=1	5	0.986073183	0.013796237	50.24175617	6	0.989486488	0.013796237	50.24175617	5	0.983677249	0.0130719	53.02574002	6	0.987407634	0.0130719	53.02574002	5	0.988741872	0.012923129	53.63617426	6	0.992082443	0.012923129	53.63617426	5	0.987513559	0.013681961	50.66139097	6	0.991438807	0.013681961	50.66139097	5	0.991155751	0.013549145	51.15800174	6	0.993441529	0.013549145	51.15800174	5	0.991629003	0.012899694	53.73361385	6	0.994256631	0.012899694	53.73361385	5	0.985265902	0.013575803	51.05754452	6	0.989330901	0.013575803	51.05754452	5	0.782180428	0.012551158	55.22575409	6	0.846266051	0.012551158	55.22575409
sp|P18859|ATP5J_HUMANATPsynthase-couplingfactor6,mitochondrialOS=HomosapiensGN=ATP5JPE=1SV=1;tr|A8MUH2|A8MUH2_HUMANATPsynthase-couplingfactor6,mitochondrialOS=HomosapiensGN=ATP5JPE=1SV=1	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN
sp|P19105|ML12A_HUMANMyosinregulatorylightchain12AOS=HomosapiensGN=MYL12APE=1SV=2;sp|O14950|ML12B_HUMANMyosinregulatorylightchain12BOS=HomosapiensGN=MYL12BPE=1SV=2;tr|J3QRS3|J3QRS3_HUMANMyosinregulatorylightchain12AOS=HomosapiensGN=MYL12APE=1SV=1;tr|J3KTJ1|J3KTJ1_HUMANMyosinregulatorylightchain12A(Fragment)OS=HomosapiensGN=MYL12APE=1SV=1	3	0.997683377	0.023705917	29.23941589	4	0.979586804	0.023705917	29.23941589	3	0.782705826	0.023669864	29.28395231	4	0.914950394	0.023669864	29.28395231	5	0.98643649	0.022483425	30.82925173	6	0.99011472	0.022483425	30.82925173	4	0.970256618	0.023261481	29.79806694	5	0.976780871	0.023261481	29.79806694	3	0.791173445	0.026801741	25.86202031	4	0.911878124	0.026801741	25.86202031	3	0.998085002	0.02482102	27.92581323	4	0.998453156	0.02482102	27.92581323	4	0.984948056	0.023368544	29.66154784	5	0.991504459	0.023368544	29.66154784	3	0.960788103	0.027257848	25.42927002	4	0.968792603	0.027257848	25.42927002
sp|P19338|NUCL_HUMANNucleolinOS=HomosapiensGN=NCLPE=1SV=3;tr|H7BY16|H7BY16_HUMANNucleolin(Fragment)OS=HomosapiensGN=NCLPE=1SV=8;tr|C9JYW2|C9JYW2_HUMANNucleolin(Fragment)OS=HomosapiensGN=NCLPE=1SV=1;tr|C9JLB1|C9JLB1_HUMANNucleolin(Fragment)OS=HomosapiensGN=NCLPE=1SV=1;tr|C9J1H7|C9J1H7_HUMANNucleolin(Fragment)OS=HomosapiensGN=NCLPE=1SV=1;tr|C9JWL1|C9JWL1_HUMANNucleolin(Fragment)OS=HomosapiensGN=NCLPE=1SV=1	5	0.997763868	0.011538109	60.07458909	6	0.996626299	0.011538109	60.07458909	5	0.984431747	0.011036133	62.80707141	6	0.985340394	0.011036133	62.80707141	5	0.960134091	0.010438827	66.40086603	6	0.964120467	0.010438827	66.40086603	5	0.994195457	0.010558206	65.65008847	6	0.994608853	0.010558206	65.65008847	5	0.994149478	0.010297567	67.31174584	6	0.994909101	0.010297567	67.31174584	5	0.857974822	0.010560903	65.63332716	6	0.886740557	0.010560903	65.63332716	5	0.975827296	0.010811293	64.11325516	6	0.974946977	0.010811293	64.11325516	5	0.767064863	0.01059424	65.42679879	6	0.840885228	0.01059424	65.42679879
sp|P19367|HXK1_HUMANHexokinase-1OS=HomosapiensGN=HK1PE=1SV=3;tr|B1AR63|B1AR63_HUMANPhosphotransferase(Fragment)OS=HomosapiensGN=HK1PE=1SV=8;tr|B1AR62|B1AR62_HUMANPhosphotransferase(Fragment)OS=HomosapiensGN=HK1PE=1SV=1;tr|B1AR61|B1AR61_HUMANPhosphotransferase(Fragment)OS=HomosapiensGN=HK1PE=1SV=1;sp|Q2TB90|HKDC1_HUMANPutativehexokinaseHKDC1OS=HomosapiensGN=HKDC1PE=1SV=3	5	0.990944357	0.01807768	38.34270715	6	0.993096921	0.01807768	38.34270715	4	0.965117626	0.019780136	35.04258999	5	0.902674965	0.019780136	35.04258999	4	0.956384126	0.017172032	40.36488943	5	0.943136062	0.017172032	40.36488943	5	0.660139492	0.017525062	39.55176755	6	0.75205671	0.017525062	39.55176755	5	0.997896013	0.01849282	37.48196122	6	0.993675992	0.01849282	37.48196122	5	0.993851235	0.017224056	40.24297116	6	0.991217089	0.017224056	40.24297116	5	0.982437103	0.018091373	38.31368533	6	0.978720178	0.018091373	38.31368533	5	0.19322459	0.014454613	47.95335495	6	0.437899127	0.014454613	47.95335495
sp|P19404|NDUV2_HUMANNADHdehydrogenase[ubiquinone]flavoprotein2,mitochondrialOS=HomosapiensGN=NDUFV2PE=1SV=2;tr|E7EPT4|E7EPT4_HUMANNADHdehydrogenase[ubiquinone]flavoprotein2,mitochondrialOS=HomosapiensGN=NDUFV2PE=1SV=1	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN
sp|P19474|RO52_HUMANE3ubiquitin-proteinligaseTRIM21OS=HomosapiensGN=TRIM21PE=1SV=1	0	NaN	NaN	NaN	1	NaN	0	NaN	2	1	0.019701731	35.18204483	3	0.983848975	0.019701731	35.18204483	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN
sp|P19525|E2AK2_HUMANInterferon-induced,double-strandedRNA-activatedproteinkinaseOS=HomosapiensGN=EIF2AK2PE=1SV=2;tr|F8WBH4|F8WBH4_HUMANInterferon-induced,double-strandedRNA-activatedproteinkinase(Fragment)OS=HomosapiensGN=EIF2AK2PE=1SV=1;tr|C9JZT2|C9JZT2_HUMANInterferon-induced,double-strandedRNA-activatedproteinkinase(Fragment)OS=HomosapiensGN=EIF2AK2PE=1SV=2	1	NaN	0.038356303	18.07127207	2	1	0.038356303	18.07127207	1	NaN	0.03439772	20.15096316	2	1	0.03439772	20.15096316	0	NaN	NaN	NaN	1	NaN	0	NaN	2	1	0.018767062	36.93424099	3	0.959446299	0.018767062	36.93424099	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN
sp|P19623|SPEE_HUMANSpermidinesynthaseOS=HomosapiensGN=SRMPE=1SV=1;tr|K7EL89|K7EL89_HUMANSpermidinesynthase(Fragment)OS=HomosapiensGN=SRMPE=1SV=1;tr|K7ESL0|K7ESL0_HUMANSpermidinesynthase(Fragment)OS=HomosapiensGN=SRMPE=1SV=1;tr|K7EQ47|K7EQ47_HUMANSpermidinesynthase(Fragment)OS=HomosapiensGN=SRMPE=1SV=1;tr|K7EKM4|K7EKM4_HUMANSpermidinesynthaseOS=HomosapiensGN=SRMPE=1SV=1	3	0.990819984	0.010037564	69.055322	4	0.994414034	0.010037564	69.055322	4	0.986804981	0.011154887	62.1384317	5	0.978555248	0.011154887	62.1384317	1	NaN	0.008511	81.44133662	2	1	0.008511	81.44133662	3	0.990528293	0.008792278	78.83590648	4	0.937738139	0.008792278	78.83590648	3	0.136378776	0.011644967	59.52332873	4	0.357872864	0.011644967	59.52332873	3	0.893239756	0.018960364	36.55769294	4	0.940760559	0.018960364	36.55769294	2	1	0.010354994	66.93844086	3	0.95042171	0.010354994	66.93844086	2	1	0.011250613	61.60972431	3	0.821035701	0.011250613	61.60972431
sp|P19838|NFKB1_HUMANNuclearfactorNF-kappa-Bp105subunitOS=HomosapiensGN=NFKB1PE=1SV=2;tr|D6RF93|D6RF93_HUMANNuclearfactorNF-kappa-Bp105subunit(Fragment)OS=HomosapiensGN=NFKB1PE=1SV=1;tr|D6RH30|D6RH30_HUMANNuclearfactorNF-kappa-Bp105subunit(Fragment)OS=HomosapiensGN=NFKB1PE=1SV=1	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN
sp|P20020|AT2B1_HUMANPlasmamembranecalcium-transportingATPase1OS=HomosapiensGN=ATP2B1PE=1SV=3;tr|E7ERY9|E7ERY9_HUMANCalcium-transportingATPaseOS=HomosapiensGN=ATP2B1PE=1SV=2;sp|P23634|AT2B4_HUMANPlasmamembranecalcium-transportingATPase4OS=HomosapiensGN=ATP2B4PE=1SV=2;sp|Q16720|AT2B3_HUMANPlasmamembranecalcium-transportingATPase3OS=HomosapiensGN=ATP2B3PE=1SV=3;tr|H0Y7S3|H0Y7S3_HUMANPlasmamembranecalcium-transportingATPase2(Fragment)OS=HomosapiensGN=ATP2B2PE=1SV=1;sp|Q01814|AT2B2_HUMANPlasmamembranecalcium-transportingATPase2OS=HomosapiensGN=ATP2B2PE=1SV=2	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN
sp|P20042|IF2B_HUMANEukaryotictranslationinitiationfactor2subunit2OS=HomosapiensGN=EIF2S2PE=1SV=2	5	0.960181076	0.019894593	34.84098397	6	0.966381149	0.019894593	34.84098397	4	0.996165091	0.017584843	39.417309	5	0.998008483	0.017584843	39.417309	3	0.990098655	0.017242998	40.19876237	4	0.985251434	0.017242998	40.19876237	2	1	0.01620872	42.76384376	3	0.996091425	0.01620872	42.76384376	4	0.954747207	0.016151008	42.91665184	5	0.963689542	0.016151008	42.91665184	3	0.998724807	0.01699251	40.79133612	4	0.994203358	0.01699251	40.79133612	4	0.94766592	0.017483627	39.64550338	5	0.972554959	0.017483627	39.64550338	3	0.295756332	0.017190088	40.32249111	4	0.71409962	0.017190088	40.32249111
sp|P20073|ANXA7_HUMANAnnexinA7OS=HomosapiensGN=ANXA7PE=1SV=3	3	0.93707101	0.019797167	35.01244213	4	0.949583243	0.019797167	35.01244213	2	1	0.027103528	25.57405695	3	0.933371639	0.027103528	25.57405695	2	1	0.018624475	37.21700519	3	0.724909846	0.018624475	37.21700519	3	0.276944024	0.018588371	37.28929056	4	0.785433497	0.018588371	37.28929056	2	1	0.032716974	21.1861644	3	0.191326508	0.032716974	21.1861644	5	0.623246643	0.014686771	47.19534184	6	0.700652348	0.014686771	47.19534184	2	1	0.023483666	29.5161409	3	0.972408747	0.023483666	29.5161409	4	0.942838748	0.022765943	30.4466718	5	0.909927179	0.022765943	30.4466718
sp|P20339|RAB5A_HUMANRas-relatedproteinRab-5AOS=HomosapiensGN=RAB5APE=1SV=2	2	1	0.011612597	59.68924975	3	0.478329361	0.011612597	59.68924975	1	NaN	0.02022507	34.27168283	2	1	0.02022507	34.27168283	3	0.970549203	0.016526838	41.94070125	4	0.986418541	0.016526838	41.94070125	2	1	0.030077958	23.0450211	3	0.884916968	0.030077958	23.0450211	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	2	1	0.019229829	36.04541568	3	0.902584992	0.019229829	36.04541568	1	NaN	0.012796313	54.16772478	2	1	0.012796313	54.16772478
sp|P20340|RAB6A_HUMANRas-relatedproteinRab-6AOS=HomosapiensGN=RAB6APE=1SV=3;tr|F5H3K7|F5H3K7_HUMANRas-relatedproteinRab-6A(Fragment)OS=HomosapiensGN=RAB6APE=1SV=1;sp|Q9NRW1|RAB6B_HUMANRas-relatedproteinRab-6BOS=HomosapiensGN=RAB6BPE=1SV=1;tr|C9JU14|C9JU14_HUMANRas-relatedproteinRab-6B(Fragment)OS=HomosapiensGN=RAB6BPE=1SV=3;tr|F5GX61|F5GX61_HUMANRas-relatedproteinRab-6AOS=HomosapiensGN=RAB6APE=1SV=1;tr|J3KR73|J3KR73_HUMANRas-relatedproteinRab-6B(Fragment)OS=HomosapiensGN=RAB6BPE=1SV=1;tr|C9JB90|C9JB90_HUMANRas-relatedproteinRab-6B(Fragment)OS=HomosapiensGN=RAB6BPE=4SV=1;tr|C9J0I2|C9J0I2_HUMANRas-relatedproteinRab-6BOS=HomosapiensGN=RAB6BPE=4SV=1	5	0.981783526	0.018624412	37.21713155	6	0.987111656	0.018624412	37.21713155	5	0.993968293	0.017360793	39.92600992	6	0.995871714	0.017360793	39.92600992	5	0.866636213	0.018014725	38.47670166	6	0.907864003	0.018014725	38.47670166	4	0.991473636	0.01758866	39.4087552	5	0.993077544	0.01758866	39.4087552	5	0.800820825	0.018051226	38.39889687	6	0.855561948	0.018051226	38.39889687	5	0.980113217	0.018452456	37.56395165	6	0.986325927	0.018452456	37.56395165	4	0.999775433	0.017102961	40.52790403	5	0.999243504	0.017102961	40.52790403	5	0.621613073	0.017755568	39.03830034	6	0.738631857	0.017755568	39.03830034
sp|P20591|MX1_HUMANInterferon-inducedGTP-bindingproteinMx1OS=HomosapiensGN=MX1PE=1SV=4;tr|F8W8T1|F8W8T1_HUMANInterferon-inducedGTP-bindingproteinMx1OS=HomosapiensGN=MX1PE=1SV=1;tr|H9KVC7|H9KVC7_HUMANInterferon-inducedGTP-bindingproteinMx1(Fragment)OS=HomosapiensGN=MX1PE=1SV=1;tr|H9KVC9|H9KVC9_HUMANInterferon-inducedGTP-bindingproteinMx1(Fragment)OS=HomosapiensGN=MX1PE=1SV=1;sp|P20592|MX2_HUMANInterferon-inducedGTP-bindingproteinMx2OS=HomosapiensGN=MX2PE=1SV=1;tr|C9JEL4|C9JEL4_HUMANInterferon-inducedGTP-bindingproteinMx2(Fragment)OS=HomosapiensGN=MX2PE=1SV=8;tr|H9KVD0|H9KVD0_HUMANInterferon-inducedGTP-bindingproteinMx1(Fragment)OS=HomosapiensGN=MX1PE=1SV=1;tr|H9KVC4|H9KVC4_HUMANInterferon-inducedGTP-bindingproteinMx1(Fragment)OS=HomosapiensGN=MX1PE=1SV=1;tr|C9JS04|C9JS04_HUMANInterferon-inducedGTP-bindingproteinMx2(Fragment)OS=HomosapiensGN=MX2PE=1SV=1;tr|C9JZQ9|C9JZQ9_HUMANInterferon-inducedGTP-bindingproteinMx2(Fragment)OS=HomosapiensGN=MX2PE=1SV=1	3	0.985613761	0.088791328	7.806473833	4	0.961473473	0.088791328	7.806473833	4	0.380099496	0.076398067	9.072836572	5	0.643630806	0.076398067	9.072836572	0	NaN	NaN	NaN	1	NaN	0	NaN	1	NaN	0.037803018	18.33576316	2	1	0.037803018	18.33576316	0	NaN	NaN	NaN	1	NaN	0	NaN	1	NaN	0.050076673	13.84171781	2	1	0.050076673	13.84171781	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN
sp|P20618|PSB1_HUMANProteasomesubunitbetatype-1OS=HomosapiensGN=PSMB1PE=1SV=2	5	7.55121E-06	0.015184637	45.64792436	6	0.124302685	0.015184637	45.64792436	5	0.688366985	0.014186066	48.86112774	6	0.763007668	0.014186066	48.86112774	5	0.865400673	0.017922367	38.67498034	6	0.908058804	0.017922367	38.67498034	5	0.229345381	0.018182992	38.12063401	6	0.467535007	0.018182992	38.12063401	5	0.77627038	0.014221952	48.7378376	6	0.746040335	0.014221952	48.7378376	5	0.008006229	0.017071665	40.60220089	6	0.145118512	0.017071665	40.60220089	4	0.242277651	0.018461199	37.54616209	5	0.458946065	0.018461199	37.54616209	5	0.306718889	0.016759874	41.35754089	6	0.441416514	0.016759874	41.35754089
sp|P20645|MPRD_HUMANCation-dependentmannose-6-phosphatereceptorOS=HomosapiensGN=M6PRPE=1SV=1;tr|H0YGT2|H0YGT2_HUMANCation-dependentmannose-6-phosphatereceptor(Fragment)OS=HomosapiensGN=M6PRPE=1SV=1;tr|F5GX30|F5GX30_HUMANCation-dependentmannose-6-phosphatereceptorOS=HomosapiensGN=M6PRPE=1SV=2;tr|H0YGE9|H0YGE9_HUMANCation-dependentmannose-6-phosphatereceptor(Fragment)OS=HomosapiensGN=M6PRPE=1SV=1;tr|H0YF90|H0YF90_HUMANCation-dependentmannose-6-phosphatereceptor(Fragment)OS=HomosapiensGN=M6PRPE=1SV=1	3	0.996365133	0.0346312	20.0151073	4	0.979732476	0.0346312	20.0151073	4	0.973861418	0.032971095	21.02287432	5	0.978901929	0.032971095	21.02287432	3	0.993015608	0.033781009	20.51884207	4	0.968354014	0.033781009	20.51884207	3	0.892671242	0.030604948	22.64820608	4	0.920117469	0.030604948	22.64820608	2	1	0.038516569	17.99607811	3	0.982657574	0.038516569	17.99607811	4	0.888564629	0.040018638	17.32060886	5	0.878191428	0.040018638	17.32060886	3	0.9753325	0.032697099	21.19904212	4	0.976968704	0.032697099	21.19904212	2	1	0.02851264	24.31017229	3	0.998373214	0.02851264	24.31017229
sp|P20674|COX5A_HUMANCytochromecoxidasesubunit5A,mitochondrialOS=HomosapiensGN=COX5APE=1SV=2;tr|H3BRM5|H3BRM5_HUMANCytochromecoxidasesubunit5A,mitochondrialOS=HomosapiensGN=COX5APE=1SV=1;tr|H3BV69|H3BV69_HUMANCytochromecoxidasesubunit5A,mitochondrialOS=HomosapiensGN=COX5APE=1SV=1;tr|H3BNX8|H3BNX8_HUMANCytochromecoxidasesubunit5A,mitochondrialOS=HomosapiensGN=COX5APE=1SV=1	2	1	0.029237318	23.70761834	3	0.968073374	0.029237318	23.70761834	4	0.815010305	0.025718267	26.95155057	5	0.90406021	0.025718267	26.95155057	1	NaN	0.028440766	24.3716076	2	1	0.028440766	24.3716076	3	0.991408272	0.027604678	25.10977246	4	0.997193869	0.027604678	25.10977246	2	1	0.038315945	18.09030645	3	0.671042641	0.038315945	18.09030645	2	1	0.029982649	23.11827654	3	0.996036266	0.029982649	23.11827654	0	NaN	NaN	NaN	1	NaN	0	NaN	2	1	0.025497522	27.18488461	3	0.998339556	0.025497522	27.18488461
sp|P20700|LMNB1_HUMANLamin-B1OS=HomosapiensGN=LMNB1PE=1SV=2;tr|E9PBF6|E9PBF6_HUMANLamin-B1OS=HomosapiensGN=LMNB1PE=1SV=1;tr|A0A0D9SFE5|A0A0D9SFE5_HUMANLaminB1,isoformCRA_aOS=HomosapiensGN=LMNB1PE=1SV=1;tr|A0A0D9SFY5|A0A0D9SFY5_HUMANLamin-B1(Fragment)OS=HomosapiensGN=LMNB1PE=1SV=1	4	0.131487438	0.006149272	112.7201934	5	0.054917642	0.006149272	112.7201934	5	0.279489599	0.006060358	114.3739598	6	5.75448E-05	0.006060358	114.3739598	5	0.135550525	0.008891213	77.95867158	6	0.002031212	0.008891213	77.95867158	4	0.242932103	0.006323553	109.61356	5	0.01944404	0.006323553	109.61356	5	0.035258433	0.010009489	69.2490109	6	0.003202529	0.010009489	69.2490109	5	0.153872719	0.009556491	72.53155711	6	0.000397368	0.009556491	72.53155711	5	0.582788592	0.012379157	55.99308435	6	0.69231017	0.012379157	55.99308435	5	0.278899019	0.006570712	105.4904276	6	0.503132798	0.006570712	105.4904276
sp|P20702|ITAX_HUMANIntegrinalpha-XOS=HomosapiensGN=ITGAXPE=1SV=3;tr|H3BN02|H3BN02_HUMANIntegrinalpha-XOS=HomosapiensGN=ITGAXPE=1SV=1	3	0.997918925	0.029369873	23.60061883	4	0.998191302	0.029369873	23.60061883	4	0.977156909	0.028845957	24.02926653	5	0.971972234	0.028845957	24.02926653	4	0.97864095	0.026636799	26.02216503	5	0.978374781	0.026636799	26.02216503	4	0.994962945	0.026749429	25.91259702	5	0.980957676	0.026749429	25.91259702	4	0.979210681	0.027708814	25.01540415	5	0.988278922	0.027708814	25.01540415	4	0.943222318	0.026051769	26.60653039	5	0.967932978	0.026051769	26.60653039	3	0.968056558	0.026704139	25.95654442	4	0.955783973	0.026704139	25.95654442	5	0.856601186	0.027215518	25.46882192	6	0.895878102	0.027215518	25.46882192
sp|P21266|GSTM3_HUMANGlutathioneS-transferaseMu3OS=HomosapiensGN=GSTM3PE=1SV=3;tr|A0A0A0MTN3|A0A0A0MTN3_HUMANGlutathioneS-transferaseOS=HomosapiensGN=GSTM3PE=1SV=1	2	1	0.012625017	54.90267269	3	0.99532864	0.012625017	54.90267269	1	NaN	0.008709608	79.58419495	2	1	0.008709608	79.58419495	0	NaN	NaN	NaN	1	NaN	0	NaN	1	NaN	0.008315914	83.35189813	2	1	0.008315914	83.35189813	0	NaN	NaN	NaN	1	NaN	0	NaN	0	NaN	NaN	NaN	1	NaN	0	NaN	2	1	0.005236904	132.3582031	3	0.441461965	0.005236904	132.3582031	2	1	0.003658392	189.4676975	3	0.630195442	0.003658392	189.4676975
